match_id,season,venue,innings,batting_team,bowling_team,over,ball,batter,bowler,runs_batter,runs_extras,runs_total,is_wide,is_legbye,is_wicket,dismissal_kind,player_out,toss_winner,toss_decision,match_winner
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,0,1,YS Samra,Haider Ali,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,0,2,DS Bajwa,Haider Ali,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,0,3,DS Bajwa,Haider Ali,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,0,4,DS Bajwa,Haider Ali,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,0,5,DS Bajwa,Haider Ali,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,0,6,DS Bajwa,Haider Ali,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,1,1,DS Bajwa,Junaid Siddique,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,1,2,DS Bajwa,Junaid Siddique,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,1,3,DS Bajwa,Junaid Siddique,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,1,4,DS Bajwa,Junaid Siddique,2,0,2,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,1,5,DS Bajwa,Junaid Siddique,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,1,6,DS Bajwa,Junaid Siddique,0,1,1,1,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,1,7,DS Bajwa,Junaid Siddique,0,1,1,1,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,1,8,DS Bajwa,Junaid Siddique,0,0,0,0,0,1,caught,DS Bajwa,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,2,1,YS Samra,Haider Ali,2,0,2,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,2,2,YS Samra,Haider Ali,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,2,3,NS Dhaliwal,Haider Ali,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,2,4,NS Dhaliwal,Haider Ali,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,2,5,YS Samra,Haider Ali,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,2,6,NS Dhaliwal,Haider Ali,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,3,1,YS Samra,Junaid Siddique,0,0,0,0,0,1,caught,YS Samra,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,3,2,NR Kirton,Junaid Siddique,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,3,3,NR Kirton,Junaid Siddique,0,1,1,1,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,3,4,NR Kirton,Junaid Siddique,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,3,5,NS Dhaliwal,Junaid Siddique,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,3,6,NS Dhaliwal,Junaid Siddique,2,0,2,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,3,7,NS Dhaliwal,Junaid Siddique,0,1,1,1,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,3,8,NS Dhaliwal,Junaid Siddique,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,4,1,NR Kirton,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,4,2,NS Dhaliwal,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,4,3,NR Kirton,Muhammad Arfan,0,1,1,1,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,4,4,NR Kirton,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,4,5,NS Dhaliwal,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,4,6,NR Kirton,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,4,7,NS Dhaliwal,Muhammad Arfan,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,5,1,NR Kirton,Muhammad Jawadullah,0,0,0,0,0,1,caught,NR Kirton,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,5,2,H Thaker,Muhammad Jawadullah,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,5,3,H Thaker,Muhammad Jawadullah,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,5,4,H Thaker,Muhammad Jawadullah,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,5,5,H Thaker,Muhammad Jawadullah,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,5,6,H Thaker,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,6,1,H Thaker,Haider Ali,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,6,2,H Thaker,Haider Ali,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,6,3,H Thaker,Haider Ali,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,6,4,H Thaker,Haider Ali,6,0,6,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,6,5,H Thaker,Haider Ali,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,6,6,NS Dhaliwal,Haider Ali,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,7,1,NS Dhaliwal,Muhammad Jawadullah,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,7,2,NS Dhaliwal,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,7,3,H Thaker,Muhammad Jawadullah,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,7,4,H Thaker,Muhammad Jawadullah,0,1,1,1,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,7,5,H Thaker,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,7,6,NS Dhaliwal,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,7,7,H Thaker,Muhammad Jawadullah,2,0,2,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,8,1,NS Dhaliwal,Muhammad Arfan,2,0,2,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,8,2,NS Dhaliwal,Muhammad Arfan,0,1,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,8,3,H Thaker,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,8,4,NS Dhaliwal,Muhammad Arfan,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,8,5,NS Dhaliwal,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,8,6,H Thaker,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,9,1,H Thaker,Muhammad Farooq,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,9,2,H Thaker,Muhammad Farooq,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,9,3,NS Dhaliwal,Muhammad Farooq,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,9,4,H Thaker,Muhammad Farooq,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,9,5,NS Dhaliwal,Muhammad Farooq,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,9,6,H Thaker,Muhammad Farooq,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,10,1,NS Dhaliwal,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,10,2,H Thaker,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,10,3,NS Dhaliwal,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,10,4,H Thaker,Muhammad Arfan,6,0,6,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,10,5,H Thaker,Muhammad Arfan,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,10,6,H Thaker,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,11,1,H Thaker,Muhammad Farooq,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,11,2,NS Dhaliwal,Muhammad Farooq,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,11,3,NS Dhaliwal,Muhammad Farooq,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,11,4,NS Dhaliwal,Muhammad Farooq,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,11,5,H Thaker,Muhammad Farooq,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,11,6,NS Dhaliwal,Muhammad Farooq,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,12,1,H Thaker,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,12,2,NS Dhaliwal,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,12,3,H Thaker,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,12,4,NS Dhaliwal,Muhammad Jawadullah,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,12,5,NS Dhaliwal,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,12,6,H Thaker,Muhammad Jawadullah,0,0,0,0,0,1,run out,NS Dhaliwal,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,13,1,H Thaker,H Kaushik,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,13,2,H Thaker,H Kaushik,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,13,3,S Movva,H Kaushik,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,13,4,S Movva,H Kaushik,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,13,5,H Thaker,H Kaushik,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,13,6,S Movva,H Kaushik,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,14,1,S Movva,Haider Ali,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,14,2,S Movva,Haider Ali,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,14,3,H Thaker,Haider Ali,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,14,4,S Movva,Haider Ali,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,14,5,H Thaker,Haider Ali,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,14,6,S Movva,Haider Ali,2,0,2,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,15,1,H Thaker,H Kaushik,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,15,2,S Movva,H Kaushik,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,15,3,H Thaker,H Kaushik,6,0,6,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,15,4,H Thaker,H Kaushik,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,15,5,S Movva,H Kaushik,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,15,6,S Movva,H Kaushik,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,16,1,H Thaker,Muhammad Arfan,0,1,1,1,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,16,2,H Thaker,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,16,3,S Movva,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,16,4,H Thaker,Muhammad Arfan,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,16,5,S Movva,Muhammad Arfan,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,16,6,S Movva,Muhammad Arfan,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,16,7,S Movva,Muhammad Arfan,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,17,1,H Thaker,Junaid Siddique,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,17,2,H Thaker,Junaid Siddique,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,17,3,S Movva,Junaid Siddique,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,17,4,H Thaker,Junaid Siddique,0,0,0,0,0,1,caught,H Thaker,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,17,5,Jaskaran Singh,Junaid Siddique,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,17,6,S Movva,Junaid Siddique,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,18,1,S Movva,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,18,2,Jaskaran Singh,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,18,3,S Movva,Muhammad Jawadullah,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,18,4,S Movva,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,18,5,Jaskaran Singh,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,18,6,S Movva,Muhammad Jawadullah,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,19,1,S Movva,Junaid Siddique,0,0,0,0,0,1,caught,S Movva,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,19,2,Saad Bin Zafar,Junaid Siddique,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,19,3,Jaskaran Singh,Junaid Siddique,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,19,4,Saad Bin Zafar,Junaid Siddique,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,19,5,Saad Bin Zafar,Junaid Siddique,0,1,1,1,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,19,6,Saad Bin Zafar,Junaid Siddique,0,0,0,0,0,1,caught,Saad Bin Zafar,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,19,7,D Heyliger,Junaid Siddique,0,1,1,1,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",1,Canada,United Arab Emirates,19,8,D Heyliger,Junaid Siddique,6,0,6,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,0,1,A Sharma,Kaleem Sana,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,0,2,Waseem Muhammad,Kaleem Sana,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,0,3,Waseem Muhammad,Kaleem Sana,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,0,4,Waseem Muhammad,Kaleem Sana,2,0,2,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,0,5,Waseem Muhammad,Kaleem Sana,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,0,6,A Sharma,Kaleem Sana,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,1,1,Waseem Muhammad,D Heyliger,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,1,2,Waseem Muhammad,D Heyliger,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,1,3,A Sharma,D Heyliger,0,1,1,1,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,1,4,A Sharma,D Heyliger,4,0,4,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,1,5,A Sharma,D Heyliger,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,1,6,A Sharma,D Heyliger,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,1,7,A Sharma,D Heyliger,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,2,1,Waseem Muhammad,Kaleem Sana,0,1,1,0,1,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,2,2,A Sharma,Kaleem Sana,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,2,3,Waseem Muhammad,Kaleem Sana,0,0,0,0,0,1,caught,Waseem Muhammad,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,2,4,A Sharafu,Kaleem Sana,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,2,5,A Sharma,Kaleem Sana,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,2,6,A Sharafu,Kaleem Sana,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,3,1,A Sharma,D Heyliger,2,0,2,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,3,2,A Sharma,D Heyliger,0,0,0,0,0,0,,,Canada,bat,United Arab Emirates
20,2025/26,"Arun Jaitley Stadium, Delhi",2,United Arab Emirates,Canada,3,3,A Sharma,D Heyliger,1,0,1,0,0,0,,,Canada,bat,United Arab Emirates
